Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,City,Kind,Postal code,Public name,Station type,Status,year,month,day,hour,minute
128 avenue de la RÃ©publique,0,0,0,0,Paris,STATION,75011,Paris/RÃ©publique/128,station,ok,2018,4,9,6,20
26 villa Croix-Nivert,3,3,0,0,Paris,PARKING,75015,Paris/Cambronne/Parking,station,ok,2018,4,8,3,44
38 Rue RÃ©aumur,0,0,0,0,Paris,STATION,75003,Paris/RÃ©aumur/38,station,ok,2018,4,7,19,29
2 avenue FranÃ§ois Mauriac,4,4,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/FranÃ§ois Mauriac/2,station,ok,2018,4,3,6,3
139 boulevard de Grenelle,6,6,0,0,Paris,STATION,75015,Paris/Grenelle/139,station,ok,2018,4,2,1,0
22 avenue Danielle Casanova,1,1,0,0,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Danielle Casanova/22,station,ok,2018,4,4,4,0
8 rue RÃ©musat,3,3,1,0,Paris,SPACE,75016,Paris/RÃ©musat/8,full_station,ok,2018,4,1,6,53
8 avenue Ãdouard Belin,3,3,0,1,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Ãdouard Belin/8,station,ok,2018,4,1,6,11
65 Avenue Ãmile Zola,2,2,0,0,Paris,STATION,75015,Paris/Ãmile Zola/65,station,ok,2018,4,7,12,7
1 Rue Legrand,2,2,0,0,Malakoff,STATION,92240,Malakoff/Legrand/1,station,ok,2018,4,1,21,7
44 rue Paul Barruel,5,5,0,0,Paris,STATION,75015,Paris/Paul Barruel/44,station,ok,2018,4,3,5,53
2 rue Joseph Marie Jacquard,0,0,0,0,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Joseph Marie Jacquard/2,station,closed,2018,4,3,16,31
94 Rue Paul Vaillant Couturier,3,3,1,0,Nanterre,STATION,92000,Nanterre/Paul Vaillant Couturier/94,station,ok,2018,4,3,17,26
3 avenue Lavoisier,0,0,0,0,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Lavoisier/3,station,ok,2018,4,2,12,18
1bis rue Ravignan,2,2,0,0,Paris,STATION,75018,Paris/Ravignan/1,station,ok,2018,4,6,2,26
17 Rue Ãmile Zola,4,4,0,2,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Ãmile Zola/17,station,ok,2018,4,7,2,29
24 rue des Cheminots,1,1,0,0,Saint-Denis,STATION,93200,Saint-Denis/Cheminots/24,station,ok,2018,4,7,7,33
16 rue Claude Bernard,3,3,0,0,Paris,STATION,75005,Paris/Claude Bernard/16,station,ok,2018,4,5,2,53
2 Avenue LeÌon Blum,5,5,0,0,Le Plessis-Robinson,SPACE,92350,Le Plessis-Robinson/LeÌon Blum/2,full_station,ok,2018,4,7,11,49
11 rue Marguerite Long,0,0,0,0,Paris,STATION,75017,Paris/Marguerite Long/11,station,ok,2018,4,9,20,10
82 rue de CrimÃ©e,1,1,0,0,Paris,STATION,75019,Paris/CrimÃ©e/82,station,ok,2018,4,2,18,9
36 Avenue Carnot,2,2,0,0,Cachan,STATION,94230,Cachan/Carnot/36,station,ok,2018,4,8,1,18
169 avenue Gabriel PÃ©ri,0,0,0,0,Gennevilliers,SPACE,92230,Gennevilliers/Gabriel PÃ©ri/169,full_station,closed,2018,4,8,19,26
65 boulevard de Picpus,6,6,0,0,Paris,PARKING,75012,Paris/Picpus Nation/Parking,station,ok,2018,4,3,6,34
120 boulevard Gabriel PÃ©ri,5,5,0,0,Malakoff,STATION,92240,Malakoff/Gabriel PÃ©ri/120,station,ok,2018,4,3,2,36
2 rue des Couronnes,1,1,0,0,Paris,STATION,75020,Paris/Couronnes/2,station,ok,2018,4,2,7,48
6 Rue Louis Blanc,0,0,0,0,Paris,STATION,75010,Paris/Louis Blanc/6,station,ok,2018,4,5,14,34
59 boulevard Gallieni,3,3,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Gallieni/59,station,ok,2018,4,5,18,16
65 Avenue Lenine,3,3,0,0,Nanterre,STATION,92000,Nanterre/Lenine/65,station,ok,2018,4,4,21,1
21 rue Fernand Braudel,0,0,0,0,Paris,STATION,75013,Paris/Fernand Braudel/21,station,ok,2018,4,6,19,55
102 Rue Juliette Savar,5,5,1,0,CrÃ©teil,STATION,94000,CrÃ©teil/Juliette Savar/102,station,ok,2018,4,9,5,58
61 Boulevard Haussmann,3,3,0,0,Paris,STATION,75008,Paris/Haussmann/61,station,ok,2018,4,3,13,2
162 rue Championnet,5,5,0,0,Paris,STATION,75018,Paris/Championnet/162,station,ok,2018,4,9,23,1
1 Rue Jules Romains,4,4,0,0,Paris,SPACE,75019,Paris/Jules Romains/1,full_station,ok,2018,4,9,11,59
92 Boulevard des Batignolles,1,1,0,2,Paris,STATION,75017,Paris/Batignolles/92,station,ok,2018,4,4,2,50
58 avenue Dutartre,5,5,0,0,Le Chesnay,STATION,78150,Le Chesnay/Dutartre/58,station,ok,2018,4,2,16,28
46 Rue du GÃ©nÃ©ral Leclerc,0,0,0,0,Issy-les-Moulineaux,SPACE,92130,Issy-les-Moulineaux/Leclerc/46,full_station,closed,2018,4,6,18,42
61 boulevard Saint-Jacques,0,0,0,0,Paris,PARKING,75014,Paris/Saint-Jacques 1/Parking,station,closed,2018,4,2,12,0
68 rue de la Bonne Aventure,7,7,0,0,Versailles,STATION,78000,Versailles/Bonne Aventure/68,station,ok,2018,4,1,5,9
94 avenue de Saint-MandÃ©,3,3,0,0,Paris,STATION,75012,Paris/Saint-MandÃ©/94,station,ok,2018,4,7,19,37
8 rue des Chantiers,5,5,0,0,Versailles,SPACE,78000,Versailles/Chantiers/8,full_station,ok,2018,4,4,2,58
79 rue AndrÃ© Joineau,6,6,0,0,Le PrÃ©-Saint-Gervais,STATION,93310,Le PrÃ©-Saint-Gervais/AndrÃ© Joineau/79,station,ok,2018,4,4,9,3
118 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,Clamart,STATION,92140,Clamart/De Gaulle/118,station,ok,2018,4,1,12,15
1 rue de Sevran,0,0,0,0,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Sevran/1,station,closed,2018,4,4,19,19
9 avenue Arblade,1,1,0,0,Malakoff,STATION,92240,Malakoff/Arblade/9,station,ok,2018,4,1,19,49
12 rue Armengaud,5,5,0,0,Saint-Cloud,STATION,92220,Saint-Cloud/Armengaud/12,station,ok,2018,4,2,12,2
330 rue des PyrÃ©nÃ©es,5,5,0,0,Paris,SPACE,75020,Paris/PyrÃ©nÃ©es/330,full_station,ok,2018,4,3,4,9
25 rue Constantine,1,1,0,0,Paris,STATION,75007,Paris/Constantine/25,station,ok,2018,4,5,5,48
194 rue de fontenay,6,6,0,1,Vincennes,STATION,94300,Vincennes/Fontenay/194,station,ok,2018,4,4,5,9
1 rue Maryse BastiÃ©,3,3,0,0,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Maryse BastiÃ©/1,station,ok,2018,4,2,17,12
94 Rue Paul Vaillant Couturier,4,4,0,0,Nanterre,STATION,92000,Nanterre/Paul Vaillant Couturier/94,station,ok,2018,4,6,14,50
2 avenue de la Porte Saint-Cloud,6,6,0,0,Paris,PARKING,75016,Paris/Porte Saint-Cloud/Parking,station,ok,2018,4,4,18,20
1 avenue Ãmile Laurent,5,5,0,0,Paris,STATION,75012,Paris/Ãmile Laurent/1,station,ok,2018,4,6,21,6
16 rue Raoul Nordling,4,4,0,0,Bois-Colombes,STATION,92270,Bois-Colombes/Raoul Nordling/16,station,ok,2018,4,3,15,48
2 Rue Houdart de Lamotte,0,0,1,0,Paris,STATION,75015,Paris/Houdart de Lamotte/2,station,ok,2018,4,1,8,51
31 Rue Camille Desmoulins,4,4,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Camille Desmoulins/31,station,ok,2018,4,3,8,28
12 rue Chernoviz,2,2,0,0,Paris,STATION,75016,Paris/Chernoviz/12,station,ok,2018,4,9,10,59
1 Place Georges Pompidou,0,0,0,1,Levallois-Perret,PARKING,92300,Levallois-Perret/Pompidou/Parking,station,ok,2018,4,9,9,32
29 rue d'Alsace,4,4,0,1,Levallois-Perret,PARKING,92300,Levallois-Perret/So'Ouest/Parking,station,ok,2018,4,5,5,18
24 rue du ChÃ¢teau Landon,3,3,0,1,Paris,STATION,75010,Paris/ChÃ¢teau Landon/24,station,ok,2018,4,4,14,47
38 rue du Four,1,1,0,0,Paris,STATION,75006,Paris/Four/38,station,ok,2018,4,5,22,48
42 rue Charles Moureu,6,6,0,0,Paris,STATION,75013,Paris/Charles Moureu/42,station,ok,2018,4,2,8,48
1bis Avenue Joseph Franceschi,5,5,0,0,Alfortville,STATION,94140,Alfortville/Joseph Franceschi/1,station,ok,2018,4,1,23,0
16 Rue Sofia,4,4,0,0,Paris,STATION,75018,Paris/Sofia/16,station,ok,2018,4,9,20,10
9 rue Philibert Delorme,0,0,0,0,Guyancourt,STATION,78280,Guyancourt/Philibert Delorme/9,station,scheduled,2018,4,5,16,46
55 avenue de SÃ©gur,3,3,1,0,Paris,STATION,75007,Paris/SÃ©gur/55,station,ok,2018,4,1,18,54
10 avenue de la Porte d'Aubervilliers,5,5,0,0,Paris,STATION,75019,Paris/Porte d'Aubervilliers/10,station,ok,2018,4,3,11,48
403 Avenue de la RÃ©publique,1,1,1,0,Nanterre,STATION,92000,Nanterre/RÃ©publique/403,station,ok,2018,4,3,7,42
49 avenue de Stalingrad,0,0,0,0,Bagnolet,STATION,93170,Bagnolet/Stalingrad/49,station,closed,2018,4,1,4,55
76 Boulevard de la Tour-Maubourg,0,0,0,0,Paris,STATION,75007,Paris/Tour-Maubourg/76,station,ok,2018,4,9,4,9
17 Place de la RÃ©publique,0,0,0,0,Paris,STATION,75003,Paris/RÃ©publique/17,station,ok,2018,4,3,8,25
21 Rue Charles Drot,5,5,0,0,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Charles Drot/21,station,ok,2018,4,1,10,35
116 rue de Reuilly,3,3,0,0,Paris,STATION,75012,Paris/Reuilly/116,station,ok,2018,4,4,4,36
6 Rue Pablo Neruda,0,0,0,0,Nanterre,STATION,92000,Nanterre/Pablo Neruda/6,station,ok,2018,4,3,21,53
58 avenue de la RÃ©publique,6,6,0,0,Bagnolet,STATION,93170,Bagnolet/RÃ©publique/58,station,ok,2018,4,4,7,13
70 avenue du GÃ©nÃ©ral de Gaulle,3,3,1,1,CrÃ©teil,STATION,94000,CrÃ©teil/De Gaulle/70,station,ok,2018,4,5,18,41
26 villa Croix-Nivert,5,5,1,0,Paris,PARKING,75015,Paris/Cambronne/Parking,station,ok,2018,4,4,20,53
8 rue de Lyon,0,0,0,0,Paris,STATION,75012,Paris/Lyon/8,station,ok,2018,4,9,8,31
3 Rue Yves Toudic,0,0,0,0,Paris,STATION,75010,Paris/Yves Toudic/3,station,closed,2018,4,7,3,48
11 avenue RenÃ© Coty,0,0,0,0,Paris,STATION,75014,Paris/RenÃ© Coty/11,station,ok,2018,4,3,23,22
236 Rue des PyrÃ©nÃ©es,3,3,0,0,Paris,STATION,75020,Paris/PyrÃ©nÃ©es/236,station,ok,2018,4,8,19,9
8 rue Goubet,0,0,0,0,Paris,STATION,75019,Paris/Goubet/8,station,ok,2018,4,7,18,36
2 Rue Fernand Pelloutier,3,3,0,0,Puteaux,STATION,92800,Puteaux/Fernand Pelloutier/2,station,ok,2018,4,2,22,16
31 boulevard de Grenelle,0,0,0,0,Paris,PARKING,75015,Paris/Grenelle 31/Parking,station,closed,2018,4,5,0,29
20 Rue Villiot,0,0,0,0,Paris,SPACE,75012,Paris/Villiot/20,full_station,closed,2018,4,6,15,28
63 avenue du 18 juin 1940,0,0,0,0,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/18 juin 1940/63,station,ok,2018,4,3,10,33
6 Rue Marcel Paul,6,6,0,0,Villejuif,STATION,94800,Villejuif/Marcel Paul/6,station,ok,2018,4,4,6,32
6 place Adolphe Max,0,0,0,0,Paris,STATION,75009,Paris/Adolphe Max/6,station,ok,2018,4,7,16,47
31 rue du Professeur Victor Pauchet,1,1,0,0,Vaucresson,STATION,92420,Vaucresson/Victor Pauchet/31,station,ok,2018,4,6,19,26
5 Place du Commerce,4,4,0,1,Paris,STATION,75015,Paris/Commerce/5,station,ok,2018,4,3,5,24
64 rue du Faubourg PoissonniÃ¨re,4,4,0,0,Paris,STATION,75010,Paris/PoissonniÃ¨re/64,station,ok,2018,4,3,4,38
11 rue Gerbert,0,0,0,0,Paris,STATION,75015,Paris/Gerbert/11,station,ok,2018,4,4,14,50
1 Avenue Gambetta,0,0,0,0,Paris,STATION,75020,Paris/Gambetta/1,station,ok,2018,4,1,15,52
39 rue Julien Lacroix,1,1,0,0,Paris,STATION,75020,Paris/Julien Lacroix/39,station,ok,2018,4,1,11,3
36 quai de BÃ©thune,1,1,0,0,Paris,STATION,75004,Paris/BÃ©thune/36,station,ok,2018,4,4,16,1
70 avenue du GÃ©nÃ©ral de Gaulle,2,2,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/De Gaulle/70,station,ok,2018,4,6,17,15
10 rue Anatole de la Forge,0,0,0,0,Paris,STATION,75017,Paris/Anatole de la Forge/10,station,scheduled,2018,4,3,13,42
8 avenue Ãdouard Belin,0,0,0,0,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Ãdouard Belin/8,station,ok,2018,4,2,20,14
1 Rue RenÃ© Jacques,1,1,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/RenÃ© Jacques/1,station,ok,2018,4,4,0,28
18 rue Madame,0,0,0,0,Paris,STATION,75006,Paris/Madame/18,station,ok,2018,4,9,16,18
214 boulevard de Stalingrad,5,5,0,0,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Stalingrad/214,station,ok,2018,4,7,23,8
2 avenue de la Porte Saint-Cloud,4,4,0,1,Paris,PARKING,75016,Paris/Porte Saint-Cloud/Parking,station,ok,2018,4,3,14,35
20 Avenue Lombard,6,6,0,0,Fontenay-aux-Roses,STATION,92260,Fontenay-aux-Roses/Lombard/20,station,ok,2018,4,3,19,22
16 Rue Molitor,3,3,0,0,Paris,STATION,75016,Paris/Molitor/16,station,ok,2018,4,6,17,3
115 Boulevard Pereire,5,5,0,1,Paris,STATION,75017,Paris/Pereire/115,station,ok,2018,4,8,6,12
185 avenue du Maine,4,4,0,1,Paris,STATION,75014,Paris/Maine/185,station,ok,2018,4,2,2,40
10 avenue de la Porte d'Aubervilliers,2,2,0,0,Paris,STATION,75019,Paris/Porte d'Aubervilliers/10,station,ok,2018,4,8,17,11
19 avenue du GÃ©nÃ©ral de Gaulle,6,6,0,0,Meudon,STATION,92190,Meudon/De Gaulle/19,station,ok,2018,4,3,15,17
9 place Saint-Augustin,2,2,0,0,Paris,STATION,75008,Paris/Saint-Augustin/9,station,ok,2018,4,9,14,27
2 avenue Gabriel,0,0,0,0,Paris,PARKING,75008,Paris/Concorde/Parking,station,closed,2018,4,2,0,21
36 avenue de la RÃ©publique,0,0,0,0,Paris,STATION,75011,Paris/RÃ©publique/36,station,ok,2018,4,9,17,20
116 rue Sadi Carnot,5,5,0,0,Drancy,STATION,93700,Drancy/Sadi Carnot/116,station,ok,2018,4,3,23,15
52 Rue de Bagneux,4,4,1,0,Sceaux,STATION,92330,Sceaux/Bagneux/52,station,ok,2018,4,8,9,52
17 Avenue Victoria,0,0,0,0,Paris,STATION,75001,Paris/Victoria/17,station,ok,2018,4,5,22,29
17 rue Caulaincourt,1,1,0,0,Paris,STATION,75018,Paris/Caulaincourt/17,station,ok,2018,4,9,3,1
6 rue de Paris,4,4,0,0,Meudon,STATION,92190,Meudon/Paris/6,station,ok,2018,4,1,17,28
5 Rue des Archives,3,3,0,1,CrÃ©teil,STATION,94000,CrÃ©teil/Archives/5,station,ok,2018,4,2,23,28
59 boulevard Gallieni,3,3,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Gallieni/59,station,ok,2018,4,1,11,13
5 rue Emile Zola,0,0,0,0,Limeil-BrÃ©vannes,STATION,94450,Limeil-BrÃ©vannes/Emile Zola/5,station,closed,2018,4,6,11,38
44 avenue de la Marne,4,4,0,0,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Marne/44,station,ok,2018,4,3,7,29
66 boulevard Rodin,5,5,0,1,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Rodin/66,station,ok,2018,4,5,3,28
37 rue Leblanc,0,0,0,0,Paris,PARKING,75015,Paris/CitroÃ«n CÃ©vennes/Parking,station,closed,2018,4,1,5,7
17 Rue Ãmile Zola,5,5,0,0,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Ãmile Zola/17,station,ok,2018,4,6,1,59
29 rue Saint Stenay,1,1,0,1,Drancy,STATION,93700,Drancy/Saint Stenay/29,station,ok,2018,4,7,3,55
2 avenue FranÃ§ois Mauriac,5,5,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/FranÃ§ois Mauriac/2,station,ok,2018,4,3,11,1
126 Avenue Philippe Auguste,4,4,0,0,Paris,STATION,75011,Paris/Philippe Auguste/126,station,ok,2018,4,2,8,37
24 boulevard Paul Vaillant Couturier,3,3,0,0,Drancy,SPACE,93700,Drancy/Couturier/24,full_station,ok,2018,4,3,10,8
7 Avenue Audra,5,5,1,0,Colombes,STATION,92700,Colombes/Audra/7,station,ok,2018,4,1,12,34
49 Rue Paul Vaillant Couturier,0,0,0,1,Malakoff,STATION,92240,Malakoff/Paul Vaillant Couturier/49,station,ok,2018,4,4,13,11
24 rue Caillaux,5,5,0,0,Paris,STATION,75013,Paris/Caillaux/24,station,ok,2018,4,9,3,32
105 Rue de Rennes,0,0,0,1,Paris,STATION,75006,Paris/Rennes/105,station,ok,2018,4,6,17,27
189 Rue de Tolbiac,2,2,0,1,Paris,STATION,75013,Paris/Tolbiac/189,station,ok,2018,4,2,0,35
12 rue Armengaud,4,4,0,0,Saint-Cloud,STATION,92220,Saint-Cloud/Armengaud/12,station,ok,2018,4,2,15,43
126 Avenue Philippe Auguste,6,6,0,0,Paris,STATION,75011,Paris/Philippe Auguste/126,station,ok,2018,4,6,7,55
56 Rue Lacordaire,5,5,0,0,Paris,STATION,75015,Paris/Lacordaire/56,station,ok,2018,4,9,14,21
7 rue Pottier,3,3,0,0,Le Chesnay,STATION,78150,Le Chesnay/Pottier/7,station,ok,2018,4,9,13,4
4 Rue Charles Bossut,0,0,0,1,Paris,STATION,75012,Paris/Charles Bossut/4,station,ok,2018,4,2,23,28
35 rue Victor MassÃ©,0,0,0,1,Paris,STATION,75009,Paris/Victor MassÃ©/35,station,ok,2018,4,6,14,48
Place Montgolfier - Parking Montgolfier,0,0,0,1,Saint-Maurice,PARKING,94410,Saint-Maurice/Montgolfier/Parking,station,ok,2018,4,2,22,13
62 rue Jean-Jacques Rousseau,0,0,1,1,Paris,STATION,75001,Paris/Jean-Jacques Rousseau/62,station,ok,2018,4,3,14,25
17 rue Charles VII,2,2,0,0,Nogent-sur-Marne,STATION,94130,Nogent-sur-Marne/Charles VII/17,station,ok,2018,4,3,19,34
80 rue de SÃ¨vres,1,1,0,0,Boulogne-Billancourt,STATION,92100,Boulogne-Billancourt/SÃ¨vres/80,station,ok,2018,4,3,17,35
61 Boulevard Ãmile Zola,3,3,0,0,Nanterre,STATION,92000,Nanterre/Ãmile Zola/61,station,ok,2018,4,1,2,29
7 boulevard d'AlgÃ©rie,3,3,0,0,Paris,STATION,75019,Paris/AlgÃ©rie/7,station,ok,2018,4,5,6,13
68 rue Paul Vaillant Couturier,6,6,0,0,Clamart,STATION,92140,Clamart/Paul Vaillant Couturier/68,station,ok,2018,4,4,12,40
5 rue FrÃ©dÃ©rick LemaÃ®tre,6,6,0,0,Paris,STATION,75020,Paris/FrÃ©dÃ©rick LemaÃ®tre/5,station,ok,2018,4,9,9,14
100 rue de la Commune de Paris,1,1,0,0,Romainville,STATION,93230,Romainville/Commune de Paris/100,station,ok,2018,4,4,7,42
8 avenue du Capitaine Tarron,2,2,0,0,VÃ©lizy-Villacoublay,STATION,78140,VÃ©lizy-Villacoublay/Capitaine Tarron/8,station,ok,2018,4,3,3,24
8 rue de Lyon,0,0,0,0,Paris,STATION,75012,Paris/Lyon/8,station,ok,2018,4,9,5,53
37 quai de Grenelle,0,0,0,0,Paris,STATION,75015,Paris/Grenelle/37,station,ok,2018,4,2,9,48
21 bis rue Notre-Dame des Victoires,0,0,0,0,Paris,STATION,75002,Paris/Notre-Dame des Victoires/21,station,ok,2018,4,2,16,3
60 rue Edouard Vaillant,2,2,1,0,Bagnolet,STATION,93170,Bagnolet/Edouard Vaillant/60,station,ok,2018,4,3,5,1
3 Rue Salomon de Rothschild,2,2,0,0,Suresnes,STATION,92150,Suresnes/Salomon de Rothschild/3,station,ok,2018,4,5,5,44
8 Avenue de la Porte de Montrouge,0,0,0,1,Paris,STATION,75014,Paris/Porte de Montrouge/8,station,ok,2018,4,2,22,12
192 rue de la Croix Nivert,5,5,0,0,Paris,STATION,75015,Paris/Croix Nivert/192,station,ok,2018,4,3,18,50
169 avenue de Flandre,0,0,0,1,Paris,SPACE,75019,Paris/Flandre/169,full_station,ok,2018,4,5,9,14
18 rue Franklin,5,5,0,0,Montreuil,STATION,93100,Montreuil/Franklin/18,station,ok,2018,4,4,1,48
236 Boulevard Voltaire,0,0,0,0,Paris,STATION,75011,Paris/Voltaire/236,station,ok,2018,4,8,15,4
111 rue Buzenval,2,2,0,0,Garches,STATION,92380,Garches/Buzenval/111,station,ok,2018,4,4,16,52
77 Rue Jean Bleuzen,5,5,0,0,Vanves,SPACE,92170,Vanves/Jean Bleuzen/77,full_station,ok,2018,4,3,3,56
97 boulevard Berthier,3,3,0,1,Paris,STATION,75017,Paris/Berthier/97,station,ok,2018,4,1,15,18
97 boulevard de Port-Royal,2,2,0,0,Paris,STATION,75014,Paris/Port-Royal/97,station,ok,2018,4,3,13,3
11 rue FranÃ§ois de Neufchateau,0,0,0,0,Paris,STATION,75011,Paris/FranÃ§ois de Neufchateau/11,station,ok,2018,4,8,4,54
36 Rue des Saussaies,4,4,0,0,Cachan,STATION,94230,Cachan/Saussaies/36,station,ok,2018,4,6,12,23
41 avenue Bosquet,0,0,0,0,Paris,STATION,75007,Paris/Bosquet/41,station,ok,2018,4,9,18,39
46 Rue Pernety,2,2,0,0,Paris,STATION,75014,Paris/Pernety/46,station,ok,2018,4,7,13,14
11 rue de vincennes,6,6,0,0,Montreuil,STATION,93100,Montreuil/Vincennes/11,station,ok,2018,4,9,0,14
30 rue Marcel Vigneron,4,4,0,1,Arcueil,STATION,94110,Arcueil/Marcel Vigneron/30,station,ok,2018,4,1,1,39
70 avenue Henri Martin,3,3,0,0,Paris,STATION,75116,Paris/Henri Martin/70,station,ok,2018,4,4,3,55
14 place Moreau David,5,5,0,0,Fontenay-Sous-Bois,STATION,94120,Fontenay-Sous-Bois/Moreau David/14,station,ok,2018,4,5,0,46
20 Boulevard Ãmile Augier,3,3,0,1,Paris,STATION,75016,Paris/Ãmile Augier/20,station,ok,2018,4,2,5,55
45 rue Worth,2,2,0,0,Suresnes,STATION,92150,Suresnes/Worth/45,station,ok,2018,4,9,23,41
2 rue Marcel Dassault,6,6,1,0,VÃ©lizy-Villacoublay,STATION,78140,VÃ©lizy-Villacoublay/Marcel Dassault/2,station,ok,2018,4,3,5,39
52 avenue Ambroisine,1,1,0,0,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Ambroisine/52,station,ok,2018,4,4,3,47
15 rue de Rocroy,2,2,0,0,Paris,STATION,75010,Paris/Rocroy/15,station,ok,2018,4,7,21,8
2 bis rue Valette,2,2,0,0,Paris,STATION,75005,Paris/Valette/2,station,ok,2018,4,5,14,32
28 Rue de Paradis,0,0,0,0,Paris,STATION,75010,Paris/Paradis/28,station,ok,2018,4,6,1,8
271 Boulevard Pereire,1,1,0,0,Paris,STATION,75017,Paris/Pereire/271,station,ok,2018,4,8,15,35
10 Rue Sadi Carnot,4,4,0,0,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Sadi Carnot/10,station,ok,2018,4,8,23,51
2 Avenue de la Cristallerie,4,4,0,0,SÃ¨vres,STATION,92310,SÃ¨vres/Cristallerie/2,station,ok,2018,4,2,10,15
6 rue Paulin Enfert,4,4,0,0,Paris,STATION,75013,Paris/Paulin Enfert/6,station,ok,2018,4,8,1,6
1 Rue du Colonel Pierre Avia,0,0,0,0,Paris,STATION,75015,Paris/Colonel Pierre Avia/1,station,ok,2018,4,6,1,11
71 rue Caulaincourt,5,5,0,0,Paris,STATION,75018,Paris/Caulaincourt/71,station,ok,2018,4,3,17,38
1 Rue du Moutier,1,1,0,0,Saint-Ouen,STATION,93400,Saint-Ouen/Moutier/1,station,ok,2018,4,4,22,20
24 Avenue d'IÃ©na,2,2,1,0,Paris,STATION,75016,Paris/IÃ©na/24,station,ok,2018,4,2,3,43
4 rue Turgot,2,2,0,0,Paris,STATION,75009,Paris/Turgot/4,station,ok,2018,4,6,7,13
2 place Joffre,1,1,0,0,Paris,PARKING,75007,Paris/Joffre Ecole Militaire/Parking,station,ok,2018,4,5,1,40
63 avenue d'IÃ©na,0,0,0,0,Paris,STATION,75016,Paris/IÃ©na/63,station,ok,2018,4,6,4,39
50 boulevard de la Bastille,0,0,0,0,Paris,STATION,75012,Paris/Bastille/50,station,ok,2018,4,8,4,49
76 rue de la Victoire,1,1,0,0,Paris,STATION,75009,Paris/Victoire/76,station,ok,2018,4,3,8,41
2 Rue Duroc,0,0,0,0,Paris,STATION,75007,Paris/Duroc/2,station,ok,2018,4,6,21,9
87 rue Martre,3,3,0,0,Clichy la garenne,STATION,92210,Clichy la garenne/Martre/87,station,ok,2018,4,6,16,9
115 avenue de Malakoff,0,0,1,0,Paris,STATION,75016,Paris/Malakoff/115,station,ok,2018,4,9,6,53
26 rue Saint-Vincent-de-Paul,0,0,0,0,Paris,STATION,75010,Paris/Saint-Vincent-de-Paul/26,station,closed,2018,4,6,11,19
29 rue d'Alsace,1,1,0,1,Levallois-Perret,PARKING,92300,Levallois-Perret/So'Ouest/Parking,station,ok,2018,4,6,9,10
18 avenue du MarÃ©chal Juin,1,1,1,0,Meudon-la-ForÃªt,STATION,92360,Meudon/MarÃ©chal Juin/18,station,ok,2018,4,1,11,2
73 Rue de Rome,3,3,0,0,Paris,STATION,75008,Paris/Rome/73,station,ok,2018,4,9,16,4
22 Avenue Jean JaurÃ¨s,3,3,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Jean JaurÃ¨s/22,station,ok,2018,4,7,9,20
126 Rue Legendre,5,5,0,0,Paris,STATION,75017,Paris/Legendre/126,station,ok,2018,4,6,6,3
2 avenue Charles de Gaulle,1,1,0,0,Le Chesnay,STATION,78150,Le Chesnay/Charles de Gaulle/2,station,ok,2018,4,2,3,17
11 rue FranÃ§ois de Neufchateau,5,5,0,1,Paris,STATION,75011,Paris/FranÃ§ois de Neufchateau/11,station,ok,2018,4,6,5,41
22 place de l'Europe,0,0,0,0,Alfortville,STATION,94140,Alfortville/Europe/22,station,closed,2018,4,2,21,15
137 rue de la Pompe,2,2,0,0,Paris,STATION,75016,Paris/Pompe/137,station,ok,2018,4,2,4,53
159 Rue Manin,4,4,0,0,Paris,STATION,75019,Paris/Manin/159,station,ok,2018,4,9,2,1
21 rue Fernand Braudel,0,0,1,0,Paris,STATION,75013,Paris/Fernand Braudel/21,station,ok,2018,4,4,8,37
1 rue Claude Terrasse,5,5,0,0,Le Blanc-Mesnil,STATION,93150,Le Blanc-Mesnil/Claude Terrasse/1,station,ok,2018,4,5,14,58
